id,correct,valid_ratio,valid_count,non_match_count,match_ratio,response_count,match_count,anagram_x,response1,response2,response3,response4,response5,response6,response7,response8,response9,response10
257,copy,0.8888888888888888,8,1,0.8888888888888888,9,8,opcy,copy,copy,copy,copy,copy,copy,copy,copy,cpy,
258,three,0.8888888888888888,8,9,0.0,9,0,erhte,there,there,erthe,there,there,there,there,there,there,
259,kidney,0.8888888888888888,8,2,0.7777777777777778,9,7,ydikne,kidney,dinkey,kidney,kidney,klydike,kidney,kidney,kidney,kidney,
260,view,1.0,9,2,0.7777777777777778,9,7,iwve,wive,wive,view,view,view,view,view,view,view,
261,show,1.0,9,0,1.0,9,9,owsh,show,show,show,show,show,show,show,show,show,
262,idea,1.0,9,0,1.0,9,9,ieda,idea,idea,idea,idea,idea,idea,idea,idea,idea,
263,week,0.8888888888888888,8,1,0.8888888888888888,9,8,ekew,week,week,week,week,Skew,week,week,week,week,
264,body,1.0,9,0,1.0,9,9,yodb,body,body,body,body,body,body,body,body,body,
265,site,0.8888888888888888,8,4,0.5555555555555556,9,5,stei,site,site,ties,site,teis,ties,site,site,ties,
266,hand,0.8888888888888888,8,1,0.8888888888888888,9,8,dahn,hand,hand,hand,hand,dawn,hand,hand,hand,hand,
267,wait,1.0,9,0,1.0,9,9,itaw,wait,wait,wait,wait,wait,wait,wait,wait,wait,
268,tissue,0.7777777777777778,7,4,0.5555555555555556,9,5,stiesu,suites,suite,tissue,tissue,tiessu,tissue,tissue,tissue,suites,
269,final,0.8888888888888888,8,1,0.8888888888888888,9,8,nilfa,final,final,final,final,Filan,final,final,final,final,
270,train,0.7777777777777778,7,2,0.7777777777777778,9,7,arint,train,train,raint,train,trint,train,train,train,train,
271,knotty,0.8571428571428571,6,1,0.8571428571428571,7,6,yttnko,knotty,knotty,knotty,knotty,knotty,knotty,kontty,,,
272,island,0.625,5,3,0.625,8,5,lndsai,island,danils,island,,island,island,island,indias,,
273,watch,0.8571428571428571,6,1,0.8571428571428571,7,6,twhac,watch,watch,whact,watch,watch,watch,watch,,,
274,list,1.0,7,2,0.7142857142857143,7,5,tsli,list,silt,slit,list,list,list,list,,,
275,shelf,0.875,7,3,0.625,8,5,hself,shelf,flesh,shelf,,shelf,flesh,shelf,shelf,,
276,young,0.8571428571428571,6,1,0.8571428571428571,7,6,yngou,gouny,young,young,young,young,young,young,,,
277,miss,1.0,7,0,1.0,7,7,msis,miss,miss,miss,miss,miss,miss,miss,,,
278,valley,0.875,7,1,0.875,8,7,ellyav,valley,valley,valley,,valley,valley,valley,valley,,
279,worth,0.875,7,4,0.5,8,4,wtroh,throw,throw,worth,,worth,worth,worth,throw,,
280,update,0.5714285714285714,4,3,0.5714285714285714,7,4,dpaeut,update,tauped,update,tauped,update,update,peanut,,,
281,wonder,0.7142857142857143,5,3,0.5714285714285714,7,4,enowrd,wonder,redown,renowed,wonder,wonder,downer,wonder,,,
282,user,1.0,7,7,0.0,7,0,esur,sure,sure,sure,sure,sure,sure,sure,,,
283,fish,1.0,7,0,1.0,7,7,shif,fish,fish,fish,fish,fish,fish,fish,,,
284,card,1.0,7,0,1.0,7,7,rcad,card,card,card,card,card,card,card,,,
285,women,0.8571428571428571,6,1,0.8571428571428571,7,6,wnmeo,women,women,women,women,women,women,neumo,,,
286,pillar,0.8571428571428571,6,1,0.8571428571428571,7,6,piarll,pillar,pillar,pillar,pillar,pillar,pillar,arllip,,,
287,lead,1.0,7,5,0.2857142857142857,7,2,edal,deal,lead,lead,deal,deal,deal,lade,,,
288,damage,0.7142857142857143,5,2,0.7142857142857143,7,5,aedgma,gamed,agedma,damage,damage,damage,damage,damage,,,
289,form,1.0,7,2,0.7142857142857143,7,5,rfom,form,form,from,form,from,form,form,,,
290,quorum,0.5,4,4,0.5,8,4,qruuom,quroum,uruqom,quorum,,quorum,quorum,quorum,quuorm,,
291,branch,0.5714285714285714,4,3,0.5714285714285714,7,4,rcanhb,charbn,chranb,branch,branch,branch,branch,carnbh,,,
292,voice,0.8571428571428571,6,1,0.8571428571428571,7,6,oevci,covie,voice,voice,voice,voice,voice,voice,,,
293,clock,1.0,7,0,1.0,7,7,olkcc,clock,clock,clock,clock,clock,clock,clock,,,
294,sale,0.875,7,3,0.625,8,5,elas,sale,,seal,sale,sale,seal,sale,sale,,
295,online,0.7142857142857143,5,2,0.7142857142857143,7,5,lenion,online,linen,online,online,online,online,leonin,,,
296,baby,1.0,7,0,1.0,7,7,aybb,baby,baby,baby,baby,baby,baby,baby,,,
297,mass,1.0,7,0,1.0,7,7,ssma,mass,mass,mass,mass,mass,mass,mass,,,
298,normal,0.7142857142857143,5,2,0.7142857142857143,7,5,nrlaom,normal,marlon,normal,normal,normal,normal,narlom,,,
299,waste,1.0,7,4,0.42857142857142855,7,3,waets,sweat,sweat,sweat,waste,waste,waste,sweat,,,
300,wrong,1.0,7,6,0.14285714285714285,7,1,gowrn,grown,grown,grown,wrong,grown,grown,grown,,,
301,option,0.8571428571428571,6,3,0.5714285714285714,7,4,otinpo,option,option,option,potion,option,potion,pointo,,,
302,video,0.7142857142857143,5,2,0.7142857142857143,7,5,oveid,voide,doive,video,video,video,video,video,,,
303,ball,1.0,7,0,1.0,7,7,labl,ball,ball,ball,ball,ball,ball,ball,,,
304,youths,0.2857142857142857,2,5,0.2857142857142857,7,2,huotys,shouty,shouty,youths,shouty,youths,shouty,shouty,,,
305,slip,1.0,7,6,0.14285714285714285,7,1,pisl,lisp,lips,lips,lisp,lips,slip,lisp,,,
306,club,0.7142857142857143,5,2,0.7142857142857143,7,5,lbcu,bulc,bulc,club,club,club,club,club,,,
307,value,1.0,7,0,1.0,7,7,auvel,value,value,value,value,value,value,value,,,
308,tongue,0.7142857142857143,5,2,0.7142857142857143,7,5,ogetun,tongue,tongue,tongue,tounge,tongue,engout,tongue,,,
309,sand,1.0,7,0,1.0,7,7,asdn,sand,sand,sand,sand,sand,sand,sand,,,
310,visit,0.8571428571428571,6,1,0.8571428571428571,7,6,iitsv,visit,visit,vist,visit,visit,visit,visit,,,
311,worse,1.0,7,0,1.0,7,7,erwso,worse,worse,worse,worse,worse,worse,worse,,,
312,square,0.8571428571428571,6,1,0.8571428571428571,7,6,rauesq,square,square,square,square,square,square,quaser,,,
313,water,1.0,7,0,1.0,7,7,rtewa,water,water,water,water,water,water,water,,,
314,trust,0.8571428571428571,6,2,0.7142857142857143,7,5,truts,truts,trust,trust,trust,trust,strut,trust,,,
315,write,0.875,7,1,0.875,8,7,iwrte,,write,write,write,write,write,write,write,,
316,step,1.0,7,2,0.7142857142857143,7,5,etps,step,step,pets,step,step,pest,step,,,
317,usual,0.8571428571428571,6,1,0.8571428571428571,7,6,uausl,sualu,usual,usual,usual,usual,usual,usual,,,
318,sink,1.0,7,5,0.2857142857142857,7,2,kins,sink,sink,skin,skin,skin,skin,skin,,,
319,twice,1.0,7,0,1.0,7,7,tcwie,twice,twice,twice,twice,twice,twice,twice,,,
320,truth,1.0,7,1,0.8571428571428571,7,6,rtuht,thurt,truth,truth,truth,truth,truth,truth,,,
321,youth,0.75,6,2,0.75,8,6,tuyho,thouy,youth,youth,,youth,youth,youth,youth,,
322,choice,0.7142857142857143,5,2,0.7142857142857143,7,5,ehicoc,choice,choice,cochie,choice,choice,choice,cochie,,,
323,until,0.5714285714285714,4,3,0.5714285714285714,7,4,ituln,nuilt,tiuln,until,until,until,until,tinul,,,
324,zigzag,0.8571428571428571,6,1,0.8571428571428571,7,6,zigagz,zigzag,ziqzag,zigzag,zigzag,zigzag,zigzag,zigzag,,,
325,milk,0.8571428571428571,6,1,0.8571428571428571,7,6,ilmk,limk,milk,milk,milk,milk,milk,milk,,,
326,risk,1.0,7,3,0.5714285714285714,7,4,srki,kris,irks,risk,risk,kris,risk,risk,,,
327,while,0.7142857142857143,5,2,0.7142857142857143,7,5,hiwel,whiel,while,while,while,while,while,wielh,,,
328,pass,1.0,7,2,0.7142857142857143,7,5,asps,pass,pass,saps,pass,pass,pass,saps,,,
329,coat,0.8571428571428571,6,4,0.42857142857142855,7,3,oact,taco,coa,coat,taco,coat,taco,coat,,,
330,recipe,1.0,7,4,0.42857142857142855,7,3,ecepir,recipe,recipe,pierce,pierce,recipe,pierce,pierce,,,
331,target,0.5714285714285714,4,3,0.5714285714285714,7,4,gtreat,target,greatt,greatt,target,target,target,greatt,,,
332,love,1.0,7,1,0.8571428571428571,7,6,vleo,love,love,love,love,love,love,vole,,,
333,base,0.7142857142857143,5,2,0.7142857142857143,7,5,aebs,baser,base,base,base,base,base,seab,,,
334,medium,1.0,7,0,1.0,7,7,memidu,medium,medium,medium,medium,medium,medium,medium,,,
335,little,0.7142857142857143,5,2,0.7142857142857143,7,5,eltlit,little,littl,title,little,little,little,little,,,
336,tree,0.8571428571428571,6,3,0.5714285714285714,7,4,eert,reet,teer,tree,tree,tree,tert,tree,,,
337,apple,1.0,7,0,1.0,7,7,lpaep,apple,apple,apple,apple,apple,apple,apple,,,
338,whole,1.0,7,0,1.0,7,7,eowhl,whole,whole,whole,whole,whole,whole,whole,,,
339,joyful,0.8571428571428571,6,1,0.8571428571428571,7,6,foluyj,joyful,joyful,joyful,joyful,joyful,joyful,jolyfu,,,
340,global,0.7142857142857143,5,2,0.7142857142857143,7,5,laolgb,global,bollag,global,lablog,global,global,global,,,
341,jazz,1.0,7,0,1.0,7,7,azjz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,,,
342,blue,1.0,7,2,0.7142857142857143,7,5,buel,blue,lube,blue,lube,blue,blue,blue,,,
343,race,1.0,7,0,1.0,7,7,rcea,race,race,race,race,race,race,race,,,
344,worry,0.8571428571428571,6,1,0.8571428571428571,7,6,rwoyr,worry,rowry,worry,worry,worry,worry,worry,,,
345,exotic,0.625,5,3,0.625,8,5,oecxti,exotic,exotic,,exotic,exotic,exotic,excite,excito,,
346,admire,0.75,6,2,0.75,8,6,admrei,admeri,admire,admire,,admire,admire,admire,admire,,
347,woman,0.7142857142857143,5,2,0.7142857142857143,7,5,omnaw,woman,monaw,woman,woman,woman,woman,manow,,,
348,under,0.8571428571428571,6,2,0.7142857142857143,7,5,eunrd,under,runed,under,under,under,under,drune,,,
349,heroic,0.2857142857142857,2,5,0.2857142857142857,7,2,roeich,richeo,choire,choire,heroic,heroic,cherio,choier,,,
350,bill,1.0,7,0,1.0,7,7,lilb,bill,bill,bill,bill,bill,bill,bill,,,
351,chair,0.75,6,2,0.75,8,6,rhaic,chai,chair,chair,,chair,chair,chair,chair,,
352,band,1.0,7,0,1.0,7,7,bnda,band,band,band,band,band,band,band,,,
353,sponge,0.7142857142857143,5,2,0.7142857142857143,7,5,pseong,sponge,pesong,sponge,sponge,sponge,sponge,pesong,,,
354,prince,0.7142857142857143,5,2,0.7142857142857143,7,5,rcinpe,recipen,cripen,prince,prince,prince,prince,prince,,,
355,family,0.8571428571428571,6,1,0.8571428571428571,7,6,ymafli,flaimuy,family,family,family,family,family,family,,,
356,white,0.7142857142857143,5,3,0.5714285714285714,7,4,wieht,theiw,white,white,withe,white,white,weiht,,,
357,army,1.0,7,4,0.42857142857142855,7,3,ryma,mary,mary,mary,army,army,army,mary,,,
358,world,0.5714285714285714,4,3,0.5714285714285714,7,4,lodwr,wo,drowl,world,world,world,drowl,world,,,
359,camp,0.8571428571428571,6,1,0.8571428571428571,7,6,acpm,camp,mapc,camp,camp,camp,camp,camp,,,
360,unique,0.8571428571428571,6,1,0.8571428571428571,7,6,iqnuue,quenui,unique,unique,unique,unique,unique,unique,,,
